Pressure,Flow_Rate,Temperature,Vibration,RPM,Operational_Hours,Zone,Block,Pipe,Location_Code,Latitude,Longitude,Leakage_Flag
64.96714153011233,73.64360476965945,96.60752634756389,2.9282883917705353,2104.4858743000455,3380,Zone_4,Block_2,Pipe_3,Zone_4_Block_2_Pipe_3,25.162560340801903,55.238018237458604,0
58.61735698828815,73.19878837424218,98.47250268473174,2.983672048129845,2084.9970777607,2235,Zone_3,Block_4,Pipe_1,Zone_3_Block_4_Pipe_1,25.09047288072893,55.1624763163165,0
66.47688538100692,53.06535241054978,97.01309469477428,3.032147439293791,1719.0440462583526,8762,Zone_2,Block_2,Pipe_5,Zone_2_Block_2_Pipe_5,25.279196109788145,55.28760074136686,0
75.23029856408026,75.04864712447844,100.5520902347306,3.47343073082309,2173.8752665291213,8931,Zone_5,Block_3,Pipe_2,Zone_5_Block_3_Pipe_2,25.198325954554722,55.26976543307166,0
57.658466252766644,90.99243622732618,105.98589265730956,2.626391345756628,1552.9751973270145,3403,Zone_3,Block_1,Pipe_1,Zone_3_Block_1_Pipe_1,25.099629939153804,55.16609809334769,0
57.6586304305082,60.88651821384808,96.14478921429398,2.57682650424367,1803.7447022719014,7021,Zone_5,Block_3,Pipe_4,Zone_5_Block_3_Pipe_4,25.196684233685552,55.28567101754788,0
75.79212815507391,95.72723976575888,105.00410248884207,3.618309871071488,1400.2736561306576,8420,Zone_2,Block_4,Pipe_2,Zone_2_Block_4_Pipe_2,25.279245888808813,55.29932632962912,0
67.67434729152909,87.31662231626507,96.09163963826556,2.7686776290593507,2467.5879550888444,7734,Zone_5,Block_2,Pipe_1,Zone_5_Block_2_Pipe_1,25.193219257110147,55.27594336321348,0
55.30525614065048,68.98650017043443,95.76186393751559,2.3684823232114667,1930.5351518164114,9453,Zone_4,Block_4,Pipe_1,Zone_4_Block_4_Pipe_1,25.155483474957464,55.22397450881357,0
65.42560043585965,77.87705543993229,104.09297309171606,2.757435028950065,2650.0652104448936,3369,Zone_2,Block_1,Pipe_5,Zone_2_Block_1_Pipe_5,25.283894928372543,55.30462557792945,0
55.365823071875376,103.9748271146155,104.60968189003809,2.8349736323779995,2240.8849779558486,3467,Zone_3,Block_5,Pipe_4,Zone_3_Block_5_Pipe_4,25.100412660767745,55.1625063449589,0
55.34270246429743,91.00321720258799,104.25704968381328,3.7774813638628824,2134.429464005307,5427,Zone_3,Block_5,Pipe_4,Zone_3_Block_5_Pipe_4,25.10339678804633,55.1603318315198,0
62.41962271566034,80.13175482347222,93.4210129589093,3.4624131061883685,1824.1316917157003,2259,Zone_4,Block_5,Pipe_4,Zone_4_Block_5_Pipe_4,25.15306347473323,55.235324240500105,0
40.86719755342202,76.43475024558524,97.67024510963975,3.573760308316121,1686.094989293774,3054,Zone_1,Block_4,Pipe_5,Zone_1_Block_4_Pipe_5,25.203135925571143,55.2656532180251,0
42.75082167486967,81.14913605677489,104.1149429600166,3.4099868211733932,2156.8914721690835,1533,Zone_5,Block_5,Pipe_5,Zone_5_Block_5_Pipe_5,25.189845998313675,55.28042112717359,0
54.37712470759027,72.32354663086545,100.20770920281947,3.473121835807657,1978.5457972181055,3119,Zone_3,Block_2,Pipe_4,Zone_3_Block_2_Pipe_4,25.097245564347222,55.16961693920826,0
49.87168879665576,48.42875741421478,94.63153576901269,2.655958936709841,1598.2189053544098,2523,Zone_4,Block_1,Pipe_1,Zone_4_Block_1_Pipe_1,25.149754920554344,55.2350270692874,0
63.142473325952736,110.63266865802096,102.29158969562721,2.900698922323258,1544.9424750475046,4457,Zone_5,Block_3,Pipe_4,Zone_5_Block_3_Pipe_4,25.195613705742467,55.289260769829454,0
50.91975924478789,82.32987498799102,96.42596370504265,2.5050423434882254,1712.3888812569248,3589,Zone_2,Block_2,Pipe_5,Zone_2_Block_2_Pipe_5,25.2846508487873,55.29994515311836,0
45.87696298664709,85.97220897683806,108.97262424196106,2.8947559847314834,2546.2901675798694,5419,Zone_4,Block_1,Pipe_4,Zone_4_Block_1_Pipe_4,25.146412230702268,55.23848311850829,0
74.65648768921554,79.13138375184637,107.7242073120913,3.3420524954673705,2663.983375403391,8092,Zone_2,Block_3,Pipe_5,Zone_2_Block_3_Pipe_5,25.276226975262873,55.300958152650146,0
57.74223699513465,68.97324798913118,103.02048713177784,3.0672916424061234,2061.496744192673,7744,Zone_2,Block_5,Pipe_4,Zone_2_Block_5_Pipe_4,25.27848358862406,55.29790393464914,0
60.67528204687924,77.21113278576844,106.80503352384886,3.6557404094801473,2044.6828388723866,2940,Zone_2,Block_3,Pipe_1,Zone_2_Block_3_Pipe_1,25.276245077266687,55.2963077572957,0
45.75251813786544,56.00907856708533,100.3239567506169,2.4292921038863904,1899.1038884511436,4736,Zone_5,Block_4,Pipe_1,Zone_5_Block_4_Pipe_1,25.18414029254165,55.28098338019477,0
54.556172754748175,114.15629747079956,103.82718747187508,3.25011917534912,1719.6543955071493,1072,Zone_1,Block_4,Pipe_5,Zone_1_Block_4_Pipe_5,25.202495726400464,55.264599532352214,0
61.10922589709866,61.48232002366406,107.38860147651037,2.375848599065341,2412.5537172821732,3887,Zone_2,Block_5,Pipe_5,Zone_2_Block_5_Pipe_5,25.27206696751704,55.28517797928348,0
48.490064225776976,64.5205057422923,101.22749340897157,3.047088234586821,2562.072918169141,6357,Zone_3,Block_5,Pipe_2,Zone_3_Block_5_Pipe_2,25.102235430056982,55.168196149645986,0
63.75698018345672,73.39611193420399,98.72406414242859,3.370166711278239,1731.9742742482144,2345,Zone_5,Block_2,Pipe_3,Zone_5_Block_2_Pipe_3,25.189163462722913,55.281999449316906,0
53.99361310081195,99.32113587278566,91.47689020911442,2.8927487165878905,1975.1484864726194,3006,Zone_5,Block_2,Pipe_2,Zone_5_Block_2_Pipe_2,25.19308864004505,55.2782134786203,0
57.083062502067236,80.2176349889398,99.58433237139253,3.275563302043478,1865.0401097869496,9602,Zone_2,Block_4,Pipe_5,Zone_2_Block_4_Pipe_5,25.27724541251248,55.30640605181578,0
53.98293387770603,61.45796305954306,104.11711592281156,2.520133832583533,1873.9282775405068,2819,Zone_3,Block_1,Pipe_5,Zone_3_Block_1_Pipe_5,25.097888034044633,55.16941065441091,0
78.52278184508938,98.81507541136008,104.72816713783814,2.1681550109018084,2355.7724766289584,7794,Zone_4,Block_2,Pipe_4,Zone_4_Block_2_Pipe_4,25.149600314909748,55.22761488493476,0
59.86502775262066,90.96500940178223,102.52182532859204,3.2785148112439018,1606.4115363901635,8213,Zone_5,Block_1,Pipe_2,Zone_5_Block_1_Pipe_2,25.19486835577432,55.28534698665575,0
49.422890710440996,88.07652435824679,97.2935045251888,3.872005117037866,2139.9409072808917,4092,Zone_2,Block_4,Pipe_3,Zone_2_Block_4_Pipe_3,25.2725893751521,55.29611401392249,0
68.22544912103189,90.7360136175626,90.11589215526205,2.501977529915054,2218.4714321917595,6289,Zone_2,Block_2,Pipe_2,Zone_2_Block_2_Pipe_2,25.275615656393505,55.294428907870675,0
47.791563500289776,115.91542850873677,97.52392450997633,3.6110970900533976,1957.3546479194542,3591,Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.197865917745254,55.2770462472085,1
62.08863595004755,112.77642342554168,98.47827564473025,3.0217117044082054,2267.920348096032,8583,Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.206694353701774,55.27214832027747,0
40.403298761202244,69.69926985495057,98.43535516404992,2.332154239153462,2044.295552161235,3502,Zone_4,Block_2,Pipe_2,Zone_4_Block_2_Pipe_2,25.144449878235903,55.22215391674771,0
46.71813951101569,104.35827489216729,103.09278178488962,2.4342473493239187,2365.1389763468337,9853,Zone_4,Block_5,Pipe_2,Zone_4_Block_5_Pipe_2,25.155042678733974,55.23021528043006,1
61.96861235869123,85.7475228463835,109.9283820550742,3.007892386680325,1543.3384085222438,4092,Zone_4,Block_3,Pipe_5,Zone_4_Block_3_Pipe_5,25.13841200755893,55.2315723613534,0
67.3846657999541,87.48643724206624,100.61764600920546,2.797768856037948,1895.3674216979393,8061,Zone_4,Block_5,Pipe_4,Zone_4_Block_5_Pipe_4,25.157922269337504,55.236885395886105,0
61.7136828118997,54.61593752535007,98.9163410542177,2.3435435116208803,1978.4560571446896,2673,Zone_2,Block_3,Pipe_1,Zone_2_Block_3_Pipe_1,25.278154774913315,55.29770131548431,0
58.843517176117594,77.44421351917705,98.70389093497954,2.1529803593872976,1198.3377846585952,7002,Zone_2,Block_1,Pipe_3,Zone_2_Block_1_Pipe_3,25.27545450398458,55.29654050381913,0
56.98896304410711,67.80764614495152,100.62192383453858,2.576640336036747,1674.2141799264396,8308,Zone_2,Block_2,Pipe_4,Zone_2_Block_2_Pipe_4,25.27973941956211,55.29881949903734,0
45.214780096325725,92.42088222339964,95.858531198258,3.096904504165559,1755.920223692364,7659,Zone_3,Block_4,Pipe_2,Zone_3_Block_4_Pipe_2,25.102704933368067,55.15816488484412,1
52.801557916052914,96.06620750604208,100.60099279373027,2.996799623698431,2284.461798447005,1499,Zone_4,Block_2,Pipe_1,Zone_4_Block_2_Pipe_1,25.15773062517093,55.24201696959513,1
55.393612290402125,48.88270473475533,102.254061681659,2.749381021249961,1787.9469961056197,1325,Zone_3,Block_5,Pipe_2,Zone_3_Block_5_Pipe_2,25.095372668095315,55.17325254722954,0
70.57122226218915,79.66947703993594,101.04843031787244,3.1009435971457413,1754.5763038082068,7033,Zone_5,Block_3,Pipe_1,Zone_5_Block_3_Pipe_1,25.18332487795617,55.28734140973905,0
63.43618289568462,96.82792257191377,102.2877096700239,3.520013359931344,2245.2457341968575,1887,Zone_5,Block_2,Pipe_3,Zone_5_Block_2_Pipe_3,25.192878995626735,55.2840843217972,0
42.36959844637266,77.19981556529832,102.16873804674267,3.197063255217074,1514.6268062629838,4673,Zone_2,Block_3,Pipe_4,Zone_2_Block_3_Pipe_4,25.27433913689227,55.28936200163075,0
63.24083969394795,90.93595467503546,91.14051658876778,2.93934566430521,1378.6267797669284,8935,Zone_5,Block_5,Pipe_3,Zone_5_Block_5_Pipe_3,25.196578229867505,55.282642451484385,0
56.149177195836835,85.26748201440626,103.18435079197701,3.4640360033303446,1891.522309979196,1928,Zone_2,Block_5,Pipe_3,Zone_2_Block_5_Pipe_3,25.274920197961155,55.29874277164474,0
53.23077999694041,85.1249034792894,96.64492577168774,2.5200748488918525,1565.6879695764933,5403,Zone_4,Block_2,Pipe_4,Zone_4_Block_2_Pipe_4,25.142642156183033,55.22327250177707,0
66.11676288840867,75.93027532897554,94.52080418498021,2.8875402302223243,1577.0962116021053,6426,Zone_3,Block_4,Pipe_4,Zone_3_Block_4_Pipe_4,25.092780906937957,55.160701568038135,0
70.30999522495951,61.751287937964356,94.47774086072502,2.899456032199816,2172.0301375063946,8990,Zone_2,Block_4,Pipe_3,Zone_2_Block_4_Pipe_3,25.28381454635562,55.29382404042318,0
69.31280119116198,63.17704778862459,102.16770805236264,2.3815233707785772,2262.792151373774,1624,Zone_1,Block_3,Pipe_2,Zone_1_Block_3_Pipe_2,25.205451462469917,55.267674022122144,0
51.607824767773614,90.64028771682976,98.88712536387574,2.790062918857821,2236.6592647556377,5344,Zone_1,Block_2,Pipe_4,Zone_1_Block_2_Pipe_4,25.20971409995915,55.27922837259777,1
56.907876241487855,80.29187383278325,91.59015608007294,1.9625201595523485,2332.63299809217,3371,Zone_4,Block_1,Pipe_3,Zone_4_Block_1_Pipe_3,25.146232033328168,55.227574385017405,0
63.31263431403564,77.92231633089163,102.39018907596142,3.9560890238314768,2372.3402960044405,5699,Zone_3,Block_5,Pipe_3,Zone_3_Block_5_Pipe_3,25.101280704204875,55.17018136251989,0
69.75545127122359,73.64164936516471,92.80195934600586,2.5312931057818435,1361.4229373519206,9250,Zone_2,Block_3,Pipe_3,Zone_2_Block_3_Pipe_3,25.272643372930432,55.29381560094673,0
